"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"Amazon Trust Services","Amazon Root CA 1","Amazon RSA 2048 M04","Amazon Root CA 1","Amazon","Amazon RSA 2048 M04","Amazon","0773124F2A952E3ED18A58BDB85D1BC0CE5F27","138BDF6E23AC971EB4E626B279DD6A26F057510F1DE394293A5EEA2860DE019B","DA36C2419F5746C799952479B7CD4CC935FC16F0DE9E7F9FF76F390899F2E640","2022 Aug 23","2030 Aug 23","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 2","Amazon RSA 4096 M01","Amazon Root CA 2","Amazon","Amazon RSA 4096 M01","Amazon","07731251E87349337F2E259D8429ED578FD5C5","40FE28DC925D1A8A6B8F861863EB57CD30C6776416AB8A99920BAC7C925A4174","33EC3CAD2965C325C194F6B3D1646C408294A233EE93F4DC1EA716FF546630B5","2022 Aug 23","2030 Aug 23","RSA 4096 bits","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 2","Amazon RSA 4096 M02","Amazon Root CA 2","Amazon","Amazon RSA 4096 M02","Amazon","0773125B0C34C3C940299A9F04A39E5A52CCD9","2CC39F6789B967B0282AEACA4548F602A1B274E90D260773E9E7B0F7C0F13432","7A88D91B92B7D948C7053A9B316B57ED45F6A5A97A2DBDC7B5A4F9356858A2D3","2022 Aug 23","2030 Aug 23","RSA 4096 bits","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 2","Amazon RSA 4096 M03","Amazon Root CA 2","Amazon","Amazon RSA 4096 M03","Amazon","0773125EAA47CFE4CCFF3C1AA37FBEB02972F7","41BDC074EB9531EC81FEF08D9FFA16536F61FC59789265E95E89A4982AEF3F91","10256EC931A107622872CDA0313ADB483E1BBD6D2CE21C8594B500C52B4FC6A2","2022 Aug 23","2030 Aug 23","RSA 4096 bits","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 2","Amazon RSA 4096 M04","Amazon Root CA 2","Amazon","Amazon RSA 4096 M04","Amazon","07731263AF8F9FC16388A2A2E2CFA356730352","3B6FAB0AB11C14EEF9031969E0ADB037C8FCC3366728A6567623D3C26B3632CB","84F40E23B1728FA17F5E1EF7417D2EF758A481287671CFAB1FB5D1EFD91D6A49","2022 Aug 23","2030 Aug 23","RSA 4096 bits","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 3","Amazon","Amazon Root CA 3","Amazon","Amazon","Amazon","06DE6553F4712A18312DFDA2B4846D1B36F76E","ECC295B6DDCD084BA7179FB53BDD1D422CB6C0A8D94F154D4A5B17780B7279ED","375F0EABF83BD0E8959141427CD5FF27ADA41D3767288A3AB4A351E2380C99EB","2018 Jul 16","2028 Jul 16","EC secp256r1","ecdsaWithSHA256","","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 3","Amazon ECDSA 256 M01","Amazon Root CA 3","Amazon","Amazon ECDSA 256 M01","Amazon","0773126684D577C0FCF8D3A342BEA86F94FC8F","332B101539FA89CA4E228719FE5287AB6869AF31AB21CBF110F5DD3C5994C1C7","248CE1D2357C80F4579C2C03E2D7849926FC67A73C231C23B805D83C688FE329","2022 Aug 23","2030 Aug 23","EC secp256r1","ecdsaWithSHA256","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 3","Amazon ECDSA 256 M02","Amazon Root CA 3","Amazon","Amazon ECDSA 256 M02","Amazon","0773126DE2C2FAFD2C47AD88B1566E0182046D","F9693255933B68159D168AA9A247DA1DC66E23C0620338EF7149E48F83B1AE79","61B0B9CEFE9AF0C6661AB9E137505E13B75912AAE1CD786D465932DDC300B824","2022 Aug 23","2030 Aug 23","EC secp256r1","ecdsaWithSHA256","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 3","Amazon ECDSA 256 M03","Amazon Root CA 3","Amazon","Amazon ECDSA 256 M03","Amazon","077312703D7951FD4EB2D73CAB826AFBAA080D","493E78EEE8CCA1F26E6494ED924985AF3FA9E6110EAA61C3214E8D73B4047316","73998DB5CBF92D559BB64653E1BD0ABCAD9CEE5D8572C5F7B044B8B38A34ADD3","2022 Aug 23","2030 Aug 23","EC secp256r1","ecdsaWithSHA256","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 3","Amazon ECDSA 256 M04","Amazon Root CA 3","Amazon","Amazon ECDSA 256 M04","Amazon","07731272B752AC8ADCCB0A3027F7DFEC18424A","D241192CCE57D438986723972DD6F18B5A3A3456A708E8F273D147223AB6FA5D","A8B9537EA6905EA4AA3C82D71D273174A17B78053930C198BA6DC1B7566AD49C","2022 Aug 23","2030 Aug 23","EC secp256r1","ecdsaWithSHA256","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 4","Amazon ECDSA 384 M01","Amazon Root CA 4","Amazon","Amazon ECDSA 384 M01","Amazon","077312757EF4C3660F08AF2403D3E55435D40B","DFE35C740CF41C0B053E2202EA5AFC2F021F70BF90B26BC861FE1D9A0BFC4F1E","B5423259BF021E7007286608F7C474ECD7EBA6086E27D9C712C0AD0C3B47FBE0","2022 Aug 23","2030 Aug 23","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 4","Amazon ECDSA 384 M02","Amazon Root CA 4","Amazon","Amazon ECDSA 384 M02","Amazon","0773127DFAA6B9E2B95538AA76DDE4307F17C4","A7D15E62C78825919FB59BDE58EFCFB0225B4107DFC60026885420185DC69B63","67E543331012F99498A47C0BB0E47BCC38B9BDAC7C3447C213119E731A46F4EB","2022 Aug 23","2030 Aug 23","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 4","Amazon ECDSA 384 M03","Amazon Root CA 4","Amazon","Amazon ECDSA 384 M03","Amazon","0773128034D8CF08CD09FA7AC26FD3DABC9984","F40DA455BE136E0DB31A116FFD3C3002B1EBBC591558493FE630A9C8C9AFAD70","2E2B7DFAB541C33B5B2FE021BA4400742A450A3AF755D31E64E88C32BA61101C","2022 Aug 23","2030 Aug 23","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Amazon Root CA 4","Amazon ECDSA 384 M04","Amazon Root CA 4","Amazon","Amazon ECDSA 384 M04","Amazon","07731282B8D0EB83B7B3740058DAB497D0BE74","47FD11AD552AB264D7F272770D3B5590AAE145412F4AD6081BDC485298D8E000","EFCA0C6358191F602857E57A595E368D5D9A7FF25209E7042AED75763C16577D","2022 Aug 23","2030 Aug 23","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","","","","https://bugzilla.mozilla.org/attachment.cgi?id=9440343","https://bugzilla.mozilla.org/attachment.cgi?id=9440344","BDO International Limited","2024.11.27","","DigiCert"
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Amazon Root CA 1","Starfield Services Root Certificate Authority - G2","Starfield Technologies, Inc.","Amazon Root CA 1","Amazon","067F944A2A27CDF3FAC2AE2B01F908EEB9C4C6","87DCD4DC74640A322CD205552506D1BE64F12596258096544986B4850BC72706","99D5D46631FE07C70451AFF54AD78F56A2FA84FED847B237F8D81F845FA88D20","2015 May 25","2037 Dec 31","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Amazon Root CA 1","Starfield Services Root Certificate Authority - G2","Starfield Technologies, Inc.","Amazon Root CA 1","Amazon","067B504AEF24EDA49E57F747484563F4E2A158","391220705B75BCF3ED3CD4B3631213F569D2CF8226101E170799A5354AB12861","99D5D46631FE07C70451AFF54AD78F56A2FA84FED847B237F8D81F845FA88D20","2015 Oct 21","2037 Dec 31","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Amazon Root CA 2","Starfield Services Root Certificate Authority - G2","Starfield Technologies, Inc.","Amazon Root CA 2","Amazon","067F944A2F99539D505AEDF2DE3ED85701E6CA","8B358466D66126312120645A5875A6A57E3C81D98476A967604244254EAC00F0","932910001CD24A7F1F483CEFFF6D268CAAD9D93D7520575EFCE0057E1171505C","2015 May 25","2037 Dec 31","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Amazon Root CA 3","Starfield Services Root Certificate Authority - G2","Starfield Technologies, Inc.","Amazon Root CA 3","Amazon","067F944A30CFCC4F74B5F5306E54D3B7BE0AC3","40C826FDB22BA32A2F9DB4F94770F72B8B1DA9C8FFDA7B11E6F27AF245C89B5E","2FAB16B84325529639A1ECAA772A39814B6456CA68E5E017E3F9A8787E250FFC","2015 May 25","2037 Dec 31","EC secp256r1","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Amazon Trust Services","Starfield Services Root Certificate Authority - G2","Amazon Root CA 4","Starfield Services Root Certificate Authority - G2","Starfield Technologies, Inc.","Amazon Root CA 4","Amazon","067F944A7111AAC3EA73BA4CAC07572696DF8B","543D9B7FC2A6471CD84FCA52C2CF6159DF83EBFCD88D8B08B5AF3F88737F52E6","C9B81D09BD1E2C0B56D7199B112DA2B9A4A59DE2D0868B7DE7118E04FB931985","2015 May 25","2037 Dec 31","EC secp384r1","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum CA","Certum Trusted Network CA","Certum CA","Unizeto Sp. z o.o.","Certum Trusted Network CA","Unizeto Technologies S.A.","23E8290D71950418C008597E42F7481B","2D87FF20FE8AD2305DFB6F3992867ED2BF4FE3E1346212C4345991AAC02266E9","99997F529F3618B4AF9C33CAFFD9282ED7E22CD45379E3C828EDAC4D04C169ED","2008 Oct 22","2025 Dec 30","RSA 2048 bits","SHA1WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum CA","Certum Trusted Network CA","Certum CA","Unizeto Sp. z o.o.","Certum Trusted Network CA","Unizeto Technologies S.A.","00939285400165715F947F288FEFC99B28","949424DC2CCAAB5E9E80D66E0E3F7DEEB3201C607D4315EF4C6F2D93A917279D","99997F529F3618B4AF9C33CAFFD9282ED7E22CD45379E3C828EDAC4D04C169ED","2008 Oct 22","2027 Jun 10","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Certum DV TLS G2 E39 CA","Certum EC-384 CA","Asseco Data Systems S.A.","Certum DV TLS G2 E39 CA","Asseco Data Systems S.A.","0A7378F3CE61A13C60A235EE5B8ED3DD","5202D5F0505C69B2F7B6DA2D15D2DD61515C63958A90C05A23D9A8CEAFDEDBFA","5FC8BE4DD774086FFC2E3F7CD3E9B8EE50B72B83E3259C11DDC36CA4C8115E4E","2024 Jun 18","2039 Jun 05","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Certum EV TLS G2 E39 CA","Certum EC-384 CA","Asseco Data Systems S.A.","Certum EV TLS G2 E39 CA","Asseco Data Systems S.A.","29B6454D5DA249033BB37AA53717B743","3B28121D8985E2DADF2029C53F232007F0C19EC788654B2C2BAAEBE50419B0D5","B8227952307B99F5355D152140ED6A5569CA249D1BAD3C21DBB7C3FADF5530FF","2024 Jun 18","2039 Jun 05","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Certum Extended Validation ECC CA","Certum EC-384 CA","Asseco Data Systems S.A.","Certum Extended Validation ECC CA","Asseco Data Systems S.A.","63B4FBE02028AA507D9293416FF4104F","C7063A8DC668205E66153108FBE3BDBF6EDB6F8CE5F616A369BEF6324DCB6354","B21BFCEEBF138D61D33D51548910D7505B1BC09E710F42A9D370F76131C0E16D","2019 Oct 17","2034 Oct 17","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Certum OV TLS G2 E39 CA","Certum EC-384 CA","Asseco Data Systems S.A.","Certum OV TLS G2 E39 CA","Asseco Data Systems S.A.","2C036155FFFDE985CB7A0511D34E6102","A248F04C5529A4CD1DAECA8177B7546530625E3018BCC5A53F647F9F587497B1","7A6FBD82D25256FB65FA4472516C5835492AA520646201B2273BDC39ED44D192","2024 Jun 18","2039 Jun 05","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","Certum SMIME ECC CA","Certum EC-384 CA","Asseco Data Systems S.A.","Certum SMIME ECC CA","Asseco Data Systems S.A.","008A2527AD93733CC2276C488C437433B2","1131362B431A474A0BC5F2BFEC5B3CC5B5D5E1BDE9FAE64C50AC8E26CE295B56","EBC9C038874B7D13FA7475813FAC04A3E7452B5F3D10D16CE1B93A5B67A5F0F5","2023 Aug 01","2038 Jul 23","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum EC-384 CA","nazwaSSL DV TLS G2 E29 CA","Certum EC-384 CA","Asseco Data Systems S.A.","nazwaSSL DV TLS G2 E29 CA","nazwa.pl Sp. z o.o.","00B8FF01A8B6586AF72FE313D2D2B45F14","7F02E351F89B119741B01D1371CA1B9C14ED8B34D640BA44EFC3ABB9FEBBE7C8","77C99B1CC47DB755AD3203C2242F6A8EB9EA5C04F33CEA492FEDDB68021DD3BD","2024 Aug 20","2029 Aug 14","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","4fastssl.com","Certum Global Services CA SHA2","Unizeto Technologies S.A.","4fastssl.com","3S2N Sp. z o.o.","7C0876AE51F52F127A953247B4834B62","31AC346B31073DC0D134E29FC212CC4A15ED3530EEA1EDCFC8DACB36492D5DE4","3B5C710CF0820A65E5F4C2CE05DF01D31404882F01BDFF3D592DD044D4AD3E5D","2017 Apr 18","2027 Apr 16","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","Abitab SSL Domain Validated","Certum Global Services CA SHA2","Unizeto Technologies S.A.","Abitab SSL Domain Validated","Abitab S.A.","101D422255E1FE41866660C480177611","E67D18639367C5B29BF7A5683B56B0F0C23155C8FE9452BCFE51681436023742","3C51FB27F7B962AC7A26D4513EB05764738D99B85C80A779ED870AD9BBEA7B0A","2018 Aug 22","2027 May 02","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","Abitab SSL Extended Validation","Certum Global Services CA SHA2","Unizeto Technologies S.A.","Abitab SSL Extended Validation","Abitab S.A.","63E9B37A0FEA72231484B67EED4BA9E3","93B281BD81D83CF986659DFFD0AF57993B92E6E4614162539F750524CE11BBCB","660E03582396DAA337095649E787C0063AB18D3EF8DD5FB2D629882C84D5023F","2018 Aug 22","2027 May 02","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","Abitab SSL Organization Validated","Certum Global Services CA SHA2","Unizeto Technologies S.A.","Abitab SSL Organization Validated","Abitab S.A.","00F0D59415C6DECB4F888F2837E606810F","EEF9066424C23508E9C65F84671B14E16DA1BEC358E75FC6382ECA070AE861BE","EEA7CBCA9D72D139F44C74D99F3D9B21182378920C7D64C85E23E8EC63AA31A6","2018 Aug 22","2027 May 02","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","ANTIC DV CA","Certum Global Services CA SHA2","Unizeto Technologies S.A.","ANTIC DV CA","National Agency for Information and Communication Technologies","00D32C4556DD4ACFE0284D1368DC83757F","E53A69193E22FAECC833F80631BE15E020A04C20BB679FD351F0CB95C0089E50","DD0D6795A23EFBFD57F4F7A11B19FFFBA558C096EC2BF400D1397AC13323BA1B","2022 Jul 28","2027 May 31","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"Asseco Data Systems S.A. (previously Unizeto Certum)","Certum Global Services CA SHA2","Certyfikat SSL","Certum Global Services CA SHA2","Unizeto Technologies S.A.","Certyfikat SSL","home.pl S.A.","311D7EDDE4920208BBD85EF7262BBA","A95F23B52AF10895886FB65323D29A9876EA7D396F805E4CA280D561C26E3DAD","C73A9223E5CF7027519FC4C03F3F53FFD4234DC1C11D1DE9A45E1334F7E894FE","2016 Jun 08","2026 Jun 06","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
